"Card No","Date","Order No.","ATS client","Request No.","Description","Actual Completion","Estim Completion","Pending days","Status"
"7282","2016-11-09","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7282","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-09","","0","Test_Completed"
"7281","2016-11-10","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7281","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-10","","0","Test_Completed"
"7280","2016-11-10","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7280","PROCTOR","2016-11-09","","0","Test_Completed"
"7279","2016-11-10","HEISCO SC16420000/B/004 -KNPC MAA","HEISCO","Email dt. 10-11-16","Tensile & Bend Test of 32mm Rebar as per A370","2016-11-10","","0","Test_Completed"
"7278","2016-11-09","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7278","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-09","","0","Test_Completed"
"7277","2016-11-09","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7277","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-09","","0","Test_Completed"
"7276","2016-11-09","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7276","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-09","","0","Test_Completed"
"7275","2016-11-08","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7275","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-08","","0","Test_Completed"
"7274","2016-11-07","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7274","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-07","","0","Test_Completed"
"7273","2016-11-08","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7273","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-08","","0","Test_Completed"
"7272","2016-11-08","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7272","csc","2016-11-08","","0","Test_Completed"
"7271","2016-11-07","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","7271","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-07","","0","Test_Completed"
"7270","2016-11-07","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7270","COMPRESSIVE STRENGTH OF CUBE CONCRETE","","","0","Test_Completed"
"7269","2016-11-07","ASWAN","ASWAN GENERAL TRADING AND CONTRACTING COMPANY","7269","PMI on taper pin & Shore Hardness test on lin","2016-11-11","","0","Test_Completed"
"7268","2016-11-07","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7268","proctor","2016-11-07","","0","Test_Completed"
"7267","2016-11-07","ENDRASIS -01","Edrasis Middle East General Trading & Contrac","7267","EDRASIS","2016-11-05","","0","Test_Completed"
"7266","2016-11-07","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7266","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-07","","0","Test_Completed"
"7265","2016-11-06","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7265","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-06","","0","Test_Completed"
"7264","2016-11-06","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7264","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-06","","0","Test_Completed"
"7263","2016-11-06","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7263","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-06","","0","Test_Completed"
"7262","2016-10-31","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7262","COMPRESSIVE STRENGTH OF CONCRETE CUBE","2016-10-31","","0","Test_Completed"
"7261","2016-10-30","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7261","COMPRESSIVE STRENGTH OF CONCRETE CUBE","2016-10-30","","0","Test_Completed"
"7260","2016-10-29","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7260","COMPRESSIVE STRENGTH OF CONCRETE CUBE","2016-10-29","","0","Test_Completed"
"7259","2016-11-27","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7259","COMPRESSIVE STRENGTH OF CONCRETE CUBE","2016-10-27","","0","Test_Completed"
"7258","2016-10-26","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7258","csc","2016-10-26","","0","Test_Completed"
"7257","2016-10-24","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7257","csc","2016-10-24","","0","Test_Completed"
"7256","2016-10-17","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7256","csc","2016-10-17","","0","Test_Completed"
"7255","2016-11-06","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7255","csc","2016-11-06","","0","Test_Completed"
"7254","2016-11-05","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7254","csc","2016-11-05","","0","Test_Completed"
"7253","2016-11-05","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7253","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-11-05","","0","Test_Completed"
"7252","2016-11-03","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7252","csc","2016-11-03","","0","Test_Completed"
"7251","2016-11-05","HAH-01","HAMAD AL HAMAD","7251","PWHT & Ultrasonic Testing of Hammer Union Cro","2016-11-09","","0","Test_Completed"
"7250","2016-11-05","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7250","csc","2013-11-05","","0","Test_Completed"
"7249","2016-11-03","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7249","soil suitability and chemical analysis","2016-11-12","","0","Test_Completed"
"7248","2016-11-03","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7248","csc","2016-11-03","","0","Test_Completed"
"7247","2016-11-03","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7247","csc","2012-11-03","","0","Test_Completed"
"7246","2016-11-02","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7246","csc","2016-11-02","","0","Test_Completed"
"7245","2016-11-01","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7245","csc","2016-11-01","","0","Test_Completed"
"7244","2016-11-02","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7244","csc","2016-11-02","","0","Test_Completed"
"7243","2016-11-01","HAH-01","HAMAD AL HAMAD","7243","Hardness test","2016-11-01","","0","Test_Completed"
"7242","2016-11-02","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7242","csc","2016-11-01","","0","Test_Completed"
"7241","2016-10-23","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7241","csc","2016-10-23","","0","Test_Completed"
"7240","2016-10-22","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7240","ccs","2016-10-22","","0","Test_Completed"
"7239","2016-10-20","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7239","csc","2016-10-20","","0","Test_Completed"
"7238","2016-10-19","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7238","csc","2016-10-19","","0","Test_Completed"
"7237","2016-10-18","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7237","csc","2016-10-18","","0","Test_Completed"
"7236","2016-10-17","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7236","csc","2016-10-17","","0","Test_Completed"
"7235","2016-10-16","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7235","ccsc","2016-10-16","","0","Test_Completed"
"7234","2016-10-15","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7234","csc","2016-10-15","","0","Test_Completed"
"7233","2016-10-13","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7233","csc","2016-10-13","","0","Test_Completed"
"7232","2016-11-01","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7232","soil classification, sieve analysis, proc, at","2016-11-07","","0","Test_Completed"
"7231","2016-11-01","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7231","csc","2016-11-01","","0","Test_Completed"
"7230","2016-11-01","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7230","csc","2016-11-01","","0","Test_Completed"
"7229","2016-10-30","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7229","KNPC","2016-10-30","","0","Test_Completed"
"7228","2016-10-31","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7228","csc","2016-10-31","","0","Test_Completed"
"7227","2016-10-31","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7227","CONCRETE CUBE CRUSHING","2016-10-31","","0","Test_Completed"
"7226","2016-10-31","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7226","csc","2016-10-31","","0","Test_Completed"
"7225","2016-10-30","MBTC-01","MOHAMMED N AL-BADDAH & PARTEN GEN.TRD & CONTR","7225","soil sample from MBTC","2016-11-07","","0","Test_Completed"
"7224","2016-10-30","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7224","ALMEER TECHNICAL SERVICES","2016-10-30","","0","Test_Completed"
"7223","2016-10-30","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7223","csc","2016-10-30","","0","Test_Completed"
"7222","2016-10-30","KAK Contract dated 8th Dec 2013","Khalid Ali Al-Kharafi & Bros Company","7222","KHALID AL KHARAFI","2016-11-02","","0","Test_Completed"
"7221","2016-10-29","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7221","csc","2016-10-29","","0","Test_Completed"
"7220","2016-10-30","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","7220","csc","","","0","Test_Completed"
"7219","2016-10-30","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7219","csc","2016-10-30","","0","Test_Completed"
"7218","2016-10-30","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7218","KCC","2016-10-30","","0","Test_Completed"
"7217","2016-10-30","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7217","csc","2016-10-30","","0","Test_Completed"
"7216","2016-10-29","KDC-001","KUWAIT DRILLING COMPANY","7216","Magnetic Particle Exam & Hardness Test on She","2016-10-26","","0","Test_Completed"
"7215","2016-11-03","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7215","csc","2016-11-03","","0","Test_Completed"
"7214","2016-10-29","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","7214","all tests as per koc coo5","","","0","Test_Completed"
"7213","2016-10-29","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7213","csc","2016-10-29","","0","Test_Completed"
"7212","2016-10-27","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7212","csc","2016-10-27","","0","Test_Completed"
"7211","2016-10-27","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7211","csc","2016-10-27","","0","Test_Completed"
"7210","2016-10-27","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7210","csc","2016-10-27","","0","Test_Completed"
"7209","2016-10-26","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7209","csc","2016-10-26","","0","Test_Completed"
"7208","2016-10-25","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7208","csc","2016-10-25","","0","Test_Completed"
"7207","2016-10-26","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7207","KCC","2016-10-26","","0","Test_Completed"
"7206","2016-10-26","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7206","KNPC-ALZOUR","","","0","Test_Completed"
"7205","2016-10-26","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7205","csc","2016-10-26","","0","Test_Completed"
"7204","2016-10-26","NCC-01","NATIONAL CONTRACTING COMPANY","7204","NCC","2016-10-26","","0","Test_Completed"
"7203","2016-10-26","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","7203","csc","","","0","Test_Completed"
"7202","2016-10-24","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7202","KNPC","","","0","Test_Completed"
"7201","2016-10-26","TECHNO-01","TECHNO SERVICES CO","7201","TECHNO SERVICE GTC","2016-10-25","","0","Test_Completed"
"7200","2016-10-24","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","7200","csc","2016-10-24","","0","Test_Completed"
"7199","2016-10-26","Inco Lab -01","INCO LAB","7199","Tensile & Bend test of Rebars of various size","2016-10-31","","0","Test_Completed"
"7198","2016-10-26","Inco Lab -01","INCO LAB","7198","INCO LAB","2016-11-01","","0","Test_Completed"
"7197","2016-10-26","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7197","csc","2016-10-26","","0","Test_Completed"
"7196","2016-10-25","KAK Contract dated 8th Dec 2013","Khalid Ali Al-Kharafi & Bros Company","7196","Tensile test on Threaded bar  & steel plate a","2016-11-22","","0","Job_Completed"
"7195","2016-10-25","DODSAL EF/1761 NDT cordinator SAP No440003548","Dodsal Enginnering LTD","7195","Mechanical test for PQR, PI-PQT-005","","","0","partially completed"
"7194","2016-10-25","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7194","csc","2016-10-25","","0","Test_Completed"
"7193","2016-10-25","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7193","csc","2016-10-25","","0","Test_Completed"
"7192","2016-10-24","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7192","csc","2016-10-24","","0","Test_Completed"
"7191","2016-10-24","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7191","csc","2016-10-24","","0","Test_Completed"
"7190","2016-10-24","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7190","ccsc","2016-10-24","","0","Test_Completed"
"7189","2016-10-24","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7189","csc","2016-10-24","","0","Test_Completed"
"7188","2016-10-23","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7188","CSC","2016-10-23","","0","Test_Completed"
"7187","2016-10-23","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7187","CSC","2016-10-23","","0","Test_Completed"
"7186","2016-10-23","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7186","CSC","2016-10-23","","0","Test_Completed"
"7185","2016-10-22","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7185","SOIL TESTS","2016-10-31","","0","Test_Completed"
"7184","2016-10-22","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7184","SOIL TEST","2016-10-31","","0","Test_Completed"
"7183","2016-10-22","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7183","SOIL TESTS","2016-10-26","","0","Test_Completed"
"7182","2016-10-22","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7182","EXCAVATED SOIL","2016-10-30","","0","Test_Completed"
"7181","2016-10-22","ALARGAN","ALARAGAN NATIUONAK GEN.TRD & CONTR.COM","7181","TEMPORARY ALARGAN NATIONAL GTC","2016-10-22","","0","closed"
"7180","2016-10-22","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7180","CSC","2016-10-22","","0","Test_Completed"
"7179","2016-10-22","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7179","csc","2016-10-22","","0","Test_Completed"
"7178","2016-10-20","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7178","csc","2016-10-20","","0","Test_Completed"
"7177","2016-10-19","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7177","csc","2016-10-19","","0","Test_Completed"
"7176","2016-10-22","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7176","csc","2016-10-22","","0","Test_Completed"
"7175","2016-10-20","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7175","csc","2016-10-20","","0","Test_Completed"
"7174","2016-10-20","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7174","CSC","2016-10-20","","0","Test_Completed"
"7173","2016-10-19","DODSAL EF/1761 NDT cordinator SAP No440003548","Dodsal Enginnering LTD","002","XRAY","","","0","Pending"
"7172","2016-11-01","GREEN SPRING KCC","GREEN SPRING","213123","testksdf","2016-11-19","","0","Pending"
"7171","2016-11-01","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON5014711/20.10.2016","EG1 TANKS INSPECTION FOR 7 TANKS (MCK-D-1515,","2016-11-19","","0","invoiced"
"7170","2016-10-19","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7170","CSC","2016-10-19","","0","Test_Completed"
"7169","2016-10-18","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7169","CSC","2016-10-18","","0","Test_Completed"
"7168","2016-10-18","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7168","CSC","2016-10-18","","0","Test_Completed"
"7167","2016-10-31","DODSAL EWITP","Dodsal Enginnering LTD","7167","Mechanical test for PQR","","","0","partially completed"
"7166","2016-10-18","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7166","COMPRESSION TEST","2016-10-18","","0","Test_Completed"
"7165","2016-10-31","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","test","test","2016-10-19","","0","Unauthorised"
"7164","2016-10-29","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","123","","","","0","Unauthorised"
"7163","2016-10-27","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","2323","asdasd","2016-10-08","","0","Pending"
"7162","2016-10-25","LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","123123","","","","0","Unauthorised"
"7161","2016-10-22","TEst OrderNumber","TestClient","234","qwwqe","2016-10-22","","0","Pending"
"7160","2016-10-17","44","Test Client","re","er","2016-10-18","","0","Pending"
"7159","2016-10-18","234234","Test Client","34243","HHH","","","0","Pending"
"7158","2016-10-17","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","","CSC","2016-10-17","","0","Test_Completed"
"7157","2016-10-17","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","","suitability analysis of excavated soil","2016-10-25","","0","Test_Completed"
"7156","2016-10-17","","Bahar Al-Khaleej Trading & Construction Co. W","Verbal","Calibration of Welding machines","2016-10-17","","0","Test_Completed"
"7155","2016-10-16","","KUWAIT OIL  COMPANY","","","","","0","Unauthorised"
"7154","2016-10-16","","KUWAIT OIL COMPANY","","","","","0","Unauthorised"
"7153","2016-10-15","","KUWAIT OIL  COMPANY","","","2016-10-15","","0","Unauthorised"
"7152","2016-10-16","","KUWAIT OIL  COMPANY","","","","","0","Unauthorised"
"7151","2016-10-16","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","","compression","2016-10-16","","0","Test_Completed"
"7150","2016-10-15","","KUWAIT OIL COMPANY","","compressive strentgh","2016-10-15","","0","Test_Completed"
"7149","","sdfsdf","","asdsa","","","","0","Pending"
"7148","2016-10-13","","KUWAIT OIL  COMPANY","","","","","0","Unauthorised"
"7147","2016-10-13","","Bahar Al-Khaleej Trading & Construction Co. W","","","2016-10-13","","0","Test_Completed"
"7146","2016-10-13","","KUWAIT OIL  COMPANY","","","2016-10-13","","0","Unauthorised"
